,2022-12-01,2023-03-01
Debtor Days,82.65,74.12
Inventory Days,67.74,47.92
Days Payable,56.33,8.9
Cash Conversion Cycle,94.06,113.14
Working Capital Days,100.18,105.18
ROCE %,,
