,2022-12-01,2023-03-01,2023-09-01
Equity Capital,4.21,5.74,5.74
Reserves,0.41,3.97,4.58
Borrowings,1.86,0.0,0.28
Other Liabilities,2.51,0.91,1.17
Total Liabilities,8.99,10.62,11.77
Fixed Assets,1.08,1.18,1.52
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,7.91,9.44,10.25
Total Assets,8.99,10.62,11.77
