,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,70.04,70.04,50.21,0.0,0.0
Public,29.96,29.96,49.79,99.99,100.01
No. of Shareholders,52.0,46.0,24944.0,30714.0,48146.0
