,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,0,-1.8,-0.26,0.09,-7.09,-0.48,-3.45,-7.1,2.61,0.26
Cash from Investing Activity,0,0,-0.04,-0.15,-0.02,-0.05,-0.32,-3.45,2.94,0.06,0.0
Cash from Financing Activity,0,0,1.84,0.77,-0.25,6.98,0.94,6.76,2.9,-2.67,-0.29
Net Cash Flow,0,0,0.0,0.35,-0.18,-0.16,0.14,-0.14,-1.26,-0.01,-0.03
