,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,22.76,26.84,23.77,33.15,32.48,29.01,29.91,43.04,41.95,33.78,33.65,29.52,31.7
Expenses,21.7,26.3,23.12,31.24,31.6,28.4,29.33,41.86,41.25,33.47,32.83,28.7,30.35
Operating Profit,1.06,0.54,0.65,1.91,0.88,0.61,0.58,1.18,0.7,0.31,0.82,0.82,1.35
OPM %,4.66,2.01,2.73,5.76,2.71,2.1,1.94,2.74,1.67,0.92,2.44,2.78,4.26
Other Income,0.33,0.96,-0.06,0.09,0.09,0.24,0.18,0.16,0.21,0.17,0.17,0.1,0.07
Interest,0.4,0.68,-0.08,0.35,-0.03,0.19,0.44,0.31,0.3,0.17,0.42,0.39,0.91
Depreciation,0.09,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.09
Profit before tax,0.9,0.72,0.57,1.55,0.89,0.55,0.21,0.92,0.5,0.2,0.46,0.44,0.42
Tax %,30.0,50.0,10.53,26.45,21.35,25.45,4.76,29.35,14.0,30.0,30.43,-2.27,30.95
Net Profit,0.63,0.36,0.5,1.14,0.7,0.42,0.2,0.66,0.44,0.14,0.32,0.45,0.29
EPS in Rs,0.88,0.5,0.7,1.59,0.98,0.59,0.28,0.92,0.62,0.2,0.42,0.54,0.35
