,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,28.88,34.68,39.03,24.2,45.39,47.12,52.18,42.84,55.32,59.68,64.71,68.8,73.35
Expenses,28.9,33.14,37.28,23.64,42.76,42.61,49.21,41.16,52.39,53.48,58.2,57.8,63.95
Operating Profit,-0.02,1.54,1.75,0.56,2.63,4.51,2.97,1.68,2.93,6.2,6.51,11.0,9.4
OPM %,-0.07,4.44,4.48,2.31,5.79,9.57,5.69,3.92,5.3,10.39,10.06,15.99,12.82
Other Income,0.34,0.33,0.26,0.2,0.27,0.33,0.18,0.14,0.34,0.2,0.31,0.32,0.26
Interest,0.56,0.46,0.51,0.63,0.27,0.36,0.43,0.47,0.51,0.54,0.51,0.84,0.84
Depreciation,1.06,1.13,1.09,1.15,1.23,1.19,1.12,1.02,1.06,1.05,1.07,1.09,1.23
Profit before tax,-1.3,0.28,0.41,-1.02,1.4,3.29,1.6,0.33,1.7,4.81,5.24,9.39,7.59
Tax %,8.46,3.57,-251.22,15.69,14.29,24.62,17.5,24.24,30.59,29.52,33.59,39.08,33.86
Net Profit,-1.2,0.27,1.44,-0.86,1.21,2.49,1.32,0.26,1.17,3.4,3.48,5.72,5.02
EPS in Rs,-5.02,1.13,6.02,-3.6,5.06,10.42,5.52,1.09,4.89,14.22,14.56,23.93,21.0
