,2022-03-01,2023-03-01,2023-09-01
Equity Capital,19,19,19
Reserves,288,300,295
Borrowings,156,265,246
Other Liabilities,42,63,60
Total Liabilities,505,647,619
Fixed Assets,132,276,269
CWIP,16,11,34
Investments,0,0,0
Other Assets,357,359,316
Total Assets,505,647,619
