,2022-03-01,2023-03-01,2023-09-01
Equity Capital,78,0,147
Reserves,531,1211,1028
Borrowings,315,862,964
Other Liabilities,101,144,609
Total Liabilities,1025,2216,2748
Fixed Assets,898,1427,1758
CWIP,0,0,0
Investments,13,160,122
Other Assets,114,629,869
Total Assets,1025,2216,2748
