,2022-06-01,2022-09-01,2023-06-01,2023-09-01
Sales,27.32,27.44,18.28,20.49
Expenses,18.64,19.12,15.13,19.92
Operating Profit,8.68,8.32,3.15,0.57
OPM %,31.77,30.32,17.23,2.78
Other Income,6.24,5.93,-39.28,7.29
Interest,3.54,5.45,4.38,10.52
Depreciation,3.88,3.86,3.69,6.37
Profit before tax,7.50,4.94,-44.20,-9.03
Tax %,15.33,26.32,13.19,49.94
Net Profit,6.35,3.65,-38.37,-4.51
EPS in Rs,,,,0.01
