,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,24,24,24,24,24,24,25,26,26,29,29,29,29
Reserves,92,97,104,110,117,166,167,176,187,197,214,158,167
Borrowings,65,49,58,54,59,67,60,51,50,28,38,30,45
Other Liabilities,50,26,38,53,58,81,80,91,80,82,83,90,100
Total Liabilities,231,196,224,241,259,338,332,345,343,336,364,307,340
Fixed Assets,49,49,47,45,43,110,109,113,114,111,143,139,137
CWIP,2,0,0,0,1,1,4,0,0,0,0,0,0
Investments,26,7,7,0,0,0,0,0,0,0,0,0,0
Other Assets,154,140,170,196,215,227,219,232,228,225,221,168,203
Total Assets,231,196,224,241,259,338,332,345,343,336,364,307,340
