,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6,6,6,6,6,6,6,6,6,6,6
Reserves,36,39,43,48,56,64,73,87,104,135,162,197,213
Borrowings,35,50,66,60,65,53,51,49,36,57,53,91,81
Other Liabilities,15,21,41,42,36,41,43,57,51,54,54,60,61
Total Liabilities,92,117,156,156,163,165,173,199,197,253,275,354,362
Fixed Assets,27,26,32,33,42,43,44,46,43,52,63,107,120
CWIP,0,0,9,8,3,2,0,0,3,15,15,8,1
Investments,0,1,0,1,0,6,0,5,21,19,0,27,17
Other Assets,65,91,115,114,119,114,129,147,130,167,197,212,224
Total Assets,92,117,156,156,163,165,173,199,197,253,275,354,362
