,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.6,-6.22,0.62,-0.43,0.8300000000000001,-0.62,-0.38,4.59,-0.12,-1.63
Cash from Investing Activity,-1.66,1.41,-0.33,0.38,-0.79,0.78,0.48,-4.38,0.26,1.9
Cash from Financing Activity,0.4,4.44,-0.06,-0.06,-0.05,-0.19,-0.18,-0.18,-0.18,-0.18
Net Cash Flow,0.34,-0.38,0.22,-0.11,-0.01,-0.03,-0.08,0.02,-0.05,0.09
