,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,732.0,955.0,1136.0,1142.0,1356.0,1610.0,2474.0,1381.0,1438.0,1458.0,1694.0,1351.0,1421.0
Expenses,620.0,819.0,940.0,988.0,1123.0,1324.0,2258.0,1166.0,1268.0,1243.0,1461.0,1152.0,1196.0
Operating Profit,112.0,136.0,196.0,154.0,233.0,286.0,217.0,214.0,170.0,215.0,233.0,199.0,225.0
OPM %,15.0,14.0,17.0,13.0,17.0,18.0,9.0,16.0,12.0,15.0,14.0,15.0,16.0
Other Income,827.0,5.0,4.0,90.0,6.0,5.0,4.0,2472.0,5.0,6.0,257.0,19.0,-28.0
Interest,197.0,195.0,197.0,181.0,190.0,186.0,176.0,151.0,97.0,86.0,86.0,62.0,44.0
Depreciation,69.0,57.0,62.0,58.0,61.0,63.0,77.0,59.0,63.0,58.0,81.0,55.0,51.0
Profit before tax,672.0,-111.0,-59.0,5.0,-13.0,42.0,-33.0,2476.0,15.0,78.0,323.0,101.0,102.0
Tax %,0.0,-0.0,-2.0,30.0,-4.0,11.0,-485.0,2.0,-283.0,-1.0,1.0,0.0,0.0
Net Profit,675.0,-118.0,-54.0,4.0,-12.0,38.0,-206.0,2433.0,56.0,78.0,320.0,101.0,102.0
EPS in Rs,0.66,-0.11,-0.05,-0.02,-0.01,0.03,-0.18,2.01,0.05,0.06,0.22,0.08,0.08
