,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,73.4,73.4,73.4,73.4,73.4,73.4,73.4,73.4
Public,26.6,26.6,26.6,26.6,26.6,26.6,26.61,26.61
No. of Shareholders,241.0,239.0,239.0,232.0,231.0,219.0,217.0,246.0
