,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1.46,10.6,12.14,8.31,10.05,8.71,7.97,5.55,5.48,5.13,5.2,6.29,5.34
Expenses,1.71,9.76,10.92,7.47,8.88,8.19,7.75,5.39,5.46,5.23,5.37,6.49,5.49
Operating Profit,-0.25,0.84,1.22,0.84,1.17,0.52,0.22,0.16,0.02,-0.1,-0.17,-0.2,-0.15
OPM %,-17.12,7.92,10.05,10.11,11.64,5.97,2.76,2.88,0.36,-1.95,-3.27,-3.18,-2.81
Other Income,2.15,0.1,0.01,0.07,-0.07,0.02,0.03,0.01,0.01,0.03,0.07,0.7,0.65
Interest,0.01,0.38,0.76,0.71,0.62,0.43,0.37,0.32,0.22,0.07,0.0,0.0,0.00
Depreciation,0.04,0.05,0.07,0.08,0.14,0.07,0.06,0.05,0.04,0.03,0.03,0.03,0.04
Profit before tax,1.85,0.51,0.4,0.12,0.34,0.04,-0.18,-0.2,-0.23,-0.17,-0.13,0.47,0.46
Tax %,29.73,43.14,27.5,50.0,38.24,75.0,22.22,-5.0,0.0,0.0,7.69,6.38,
Net Profit,1.3,0.29,0.29,0.05,0.21,0.0,-0.14,-0.21,-0.23,-0.18,-0.12,0.44,0.45
EPS in Rs,32.5,7.25,7.25,1.25,5.25,0.0,-3.5,-5.25,-5.75,-4.5,-3.0,11.0,11.25
