,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,44.42,44.42,44.42,44.42,44.42,44.42,44.42,44.42,44.42,44.42,44.42,44.42
DIIs,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.36,0.32,0.32
Government,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.0,0.04,0.04
Public,55.22,55.22,55.22,55.22,55.22,55.22,55.22,55.23,55.08,55.22,55.22,55.22
No. of Shareholders,7646.0,7612.0,7565.0,8177.0,8571.0,8930.0,9110.0,9306.0,9517.0,9461.0,9443.0,9426.0
