,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01
Debtor Days,0.0,0.00,62.32,77.26,153.68,280.54,790.83,519.85,425.83,239.86,195.23
Inventory Days,,,0.00,0.00,0.00,0.00,,,,,
Days Payable,,,,,,,,,,,
Cash Conversion Cycle,0.0,0.00,62.32,77.26,153.68,280.54,790.83,519.85,425.83,239.86,195.23
Working Capital Days,-1216.67,182.50,2252.32,562.15,611.99,1689.26,5809.58,6658.48,6837.67,4953.57,2512.56
ROCE %,,0.00,0.62,2.02,1.90,0.64,1.02,0.40,0.14,0.44,0.83
