,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,14,3,-5,10,-7,6,14,41,89,55,27
Cash from Investing Activity,-13,-10,-14,-10,0,2,-7,-21,-12,-20,-52
Cash from Financing Activity,0,15,14,-2,1,0,-5,-8,-19,4,-22
Net Cash Flow,1,8,-5,-2,-7,9,2,12,59,39,-47
