,2021-03-01,2022-03-01,2023-03-01
Debtor Days,67.0,70,47
Inventory Days,44.0,97,75
Days Payable,27.0,36,4
Cash Conversion Cycle,83.0,131,118
Working Capital Days,84.0,135,123
ROCE %,,11,27
