,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,143.0,184,191,139,120,126,108
Inventory Days,,56,75,60,88,163,175
Days Payable,,108,116,95,92,110,80
Cash Conversion Cycle,143.0,132,150,104,116,179,203
Working Capital Days,140.0,158,175,130,132,164,165
ROCE %,,32,30,37,52,41,28
