,2022-03-01,2023-03-01,2023-09-01
Promoters,66.56,67.2,63.61
FIIs,2.2,0.45,0.33
DIIs,1.06,1.81,1.7
Public,30.17,30.55,34.38
No. of Shareholders,138366.0,129255.0,117095.0
