,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,38,16,-3,75,83,77,46
Cash from Investing Activity,-6,-13,-7,-31,-84,-133,-23
Cash from Financing Activity,-32,-2,9,-39,-4,71,-29
Net Cash Flow,0,1,-1,5,-5,14,-6
