,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,99.06,155.82,188.68,151.26,184.78,197.29,244.75,228.67,220.23,187.3,214.84,174.66,184.52
Expenses,95.36,142.19,172.18,135.79,166.84,174.69,221.55,207.71,205.72,176.91,198.99,163.04,172.14
Operating Profit,3.7,13.63,16.5,15.47,17.94,22.6,23.2,20.96,14.51,10.39,15.85,11.62,12.38
OPM %,3.74,8.75,8.74,10.23,9.71,11.46,9.48,9.17,6.59,5.55,7.38,6.65,6.71
Other Income,7.27,0.16,11.82,6.05,0.69,-3.53,-26.31,0.8,0.03,0.27,-4.38,1.16,-0.02
Interest,8.78,8.37,9.14,6.66,6.66,5.1,5.85,6.43,5.96,5.8,6.3,7.22,6.89
Depreciation,5.03,4.98,4.27,4.71,4.88,2.12,4.34,4.17,4.36,4.32,4.71,4.17,4.45
Profit before tax,-2.84,0.44,14.91,10.15,7.09,11.85,-13.3,11.16,4.22,0.54,0.46,1.39,1.02
Tax %,101.76,65.91,39.1,32.81,40.48,34.94,-39.4,35.84,25.83,57.41,126.09,21.58,28.43
Net Profit,0.05,0.15,9.08,6.82,4.22,7.71,-18.54,7.16,3.13,0.24,-0.13,1.09,0.72
EPS in Rs,0.03,0.09,5.45,4.09,2.53,4.62,-9.86,3.81,1.66,0.13,-0.07,0.58,0.38
