,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,64.72,64.72,64.72,64.72,62.31,54.25,54.25,54.25
FIIs,0.04,0.0,0.04,0.04,0.04,0.26,0.23,0.0
DIIs,0.03,0.07,0.03,0.03,0.03,0.0,0.03,0.03
Public,35.21,35.21,35.21,35.21,37.61,45.49,45.49,45.74
No. of Shareholders,10295.0,10485.0,10351.0,10511.0,11216.0,12973.0,13264.0,12547.0
