,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,35.62,39.52,45.3,37.84,38.63,33.91,35.71,41.4,56.14,70.29,75.76,58.82,51.23
Expenses,34.68,37.36,42.19,36.59,35.62,31.89,35.06,36.51,48.39,56.04,59.01,51.99,45.25
Operating Profit,0.94,2.16,3.11,1.25,3.01,2.02,0.65,4.89,7.75,14.25,16.75,6.83,5.98
OPM %,2.64,5.47,6.87,3.3,7.79,5.96,1.82,11.81,13.8,20.27,22.11,11.61,11.67
Other Income,0.14,0.38,-0.38,1.86,0.26,0.82,1.08,1.31,0.44,1.59,1.36,1.61,0.71
Interest,0.64,0.76,0.59,0.58,0.52,0.39,0.55,0.54,0.35,0.29,0.07,0.11,0.22
Depreciation,1.08,1.15,1.1,1.16,1.12,1.06,1.15,0.91,0.92,0.98,1.75,1.48,1.53
Profit before tax,-0.64,0.63,1.04,1.37,1.63,1.39,0.03,4.75,6.92,14.57,16.29,6.85,4.94
Tax %,17.19,25.4,0.96,7.3,27.61,25.9,2700.0,32.63,20.38,27.73,24.06,27.01,
Net Profit,-0.53,0.46,1.03,1.28,1.19,1.03,-0.77,3.2,5.51,10.52,12.36,5.0,3.44
EPS in Rs,-0.46,0.4,0.89,1.11,1.03,0.89,-0.67,2.77,4.77,9.11,10.71,4.33,2.97
