,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.9,39.9,39.9,39.9,39.9,39.43,41.57,41.57
FIIs,7.2,8.72,5.8,4.61,3.79,1.62,1.98,1.74
DIIs,5.78,8.92,11.77,14.78,13.51,15.89,15.9,14.48
Public,47.12,42.46,42.53,40.71,42.8,43.06,40.55,42.2
No. of Shareholders,17510.0,22437.0,24820.0,22044.0,24715.0,37420.0,43315.0,52552.0
