,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,78.96,93.8,113.39,82.74,119.16,145.54,150.39,157.31,203.99,270.16,242.9,217.52,339.13
Expenses,76.41,90.4,111.53,81.12,115.66,143.79,145.94,152.02,192.28,264.34,237.07,210.48,330.35
Operating Profit,2.55,3.4,1.86,1.62,3.5,1.75,4.45,5.29,11.71,5.82,5.83,7.04,8.78
OPM %,3.23,3.62,1.64,1.96,2.94,1.2,2.96,3.36,5.74,2.15,2.4,3.24,2.59
Other Income,0.16,0.49,1.25,0.86,0.31,1.07,-1.87,0.03,0.05,0.21,0.24,0.15,0.05
Interest,1.47,1.4,1.37,1.58,1.67,1.97,1.46,1.82,2.29,3.12,3.02,2.66,4.01
Depreciation,0.43,0.43,0.48,0.41,0.41,0.41,0.57,0.44,0.44,0.4,0.48,0.35,0.35
Profit before tax,0.81,2.06,1.26,0.49,1.73,0.44,0.55,3.06,9.03,2.51,2.57,4.18,4.47
Tax %,-9.88,11.65,19.84,-8.16,-3.47,-9.09,-7.27,20.26,24.58,25.9,30.35,24.88,25.95
Net Profit,0.9,1.82,1.01,0.52,1.78,0.48,0.58,2.44,6.81,1.86,1.79,3.15,3.31
EPS in Rs,1.61,3.26,1.81,0.93,3.19,0.86,1.04,4.38,12.21,3.34,3.21,5.65,5.94
