,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,1.41,1.21,2.97,0.79,-0.02,1.09,-2.93,-0.61,0.68,0.24,6.36,-4.05
Cash from Investing Activity,-1.78,-0.25,-3.11,-0.25,-0.14,-0.24,-1.21,-0.56,-0.39,-0.39,-0.61,-1.95
Cash from Financing Activity,0.42,-1.49,0.73,-1.08,0.15,1.66,1.6800000000000002,4.29,-3.11,-0.14,-5.69,6.28
Net Cash Flow,0.04,-0.52,0.6000000000000001,-0.54,-0.01,2.5,-2.46,3.12,-2.83,-0.29,0.07,0.28
