,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,72.64,97.4,80.75,87.79
Inventory Days,67.14,124.26,102.4,80.49
Days Payable,37.87,68.0,97.66,84.21
Cash Conversion Cycle,101.91,153.65,85.5,84.07
Working Capital Days,78.27,118.9,107.98,165.53
ROCE %,,10.11,5.87,-1.47
