,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.31,7.3,7.3,10.3,10.3
Reserves,17.56,19.99,21.15,36.31,35.1
Borrowings,10.89,13.27,16.54,40.48,45.66
Other Liabilities,4.83,5.35,15.4,13.13,17.17
Total Liabilities,40.59,45.91,60.39,100.22,108.23
Fixed Assets,18.96,18.91,19.74,22.34,65.52
CWIP,0.66,2.8,10.39,38.2,0.13
Investments,0.13,0.13,0.13,0.0,0.0
Other Assets,20.84,24.07,30.13,39.68,42.58
Total Assets,40.59,45.91,60.39,100.22,108.23
