,Company_name,Sector,BSE,NSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Vivo Bio Tech Ltd,Pharmaceuticals,511509,,49.3,33.1, 38.5 / 18.1,18.4,35.1,0.0,11.0,5.39,10.0,1.0,-5.79,-1.92,2.13,9.0,13.8,139,-15.8,-3.21,16.5,21.1,1.8,1.78,60.2,24.4,25.1,16.9,3.58
