,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,27.25,29.88,33.1,32.18,28.86,31.08,33.77,38.99,37.7,34.73,42.77,56.08,50.83
Expenses,25.57,28.04,31.0,29.49,26.12,28.04,30.82,36.13,33.84,32.14,39.44,50.74,44.92
Operating Profit,1.68,1.84,2.1,2.69,2.74,3.04,2.95,2.86,3.86,2.59,3.33,5.34,5.91
OPM %,6.17,6.16,6.34,8.36,9.49,9.78,8.74,7.34,10.24,7.46,7.79,9.52,11.63
Other Income,0.06,0.08,0.05,0.08,0.16,0.03,0.11,0.05,0.04,0.12,0.06,0.02,0.17
Interest,0.46,0.48,0.5,0.51,0.29,0.28,0.21,0.15,0.17,0.2,0.36,0.33,0.25
Depreciation,0.28,0.3,0.31,0.29,0.25,0.26,0.27,0.3,0.32,0.29,0.29,0.37,0.41
Profit before tax,1.0,1.14,1.34,1.97,2.36,2.53,2.58,2.46,3.41,2.22,2.74,4.66,5.42
Tax %,34.0,33.33,32.84,27.92,33.9,33.2,27.52,28.05,26.1,25.68,25.55,25.54,
Net Profit,0.66,0.76,0.91,1.41,1.56,1.69,1.87,1.77,2.51,1.65,2.03,3.47,4.05
EPS in Rs,1.53,1.76,2.11,3.26,3.61,3.91,4.33,4.1,5.81,3.82,4.7,8.03,9.38
