,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,11.94,15.25,15.25
Reserves,16.21,15.86,15.59,15.84,15.14,14.53,13.78,13.9,10.31,8.64,8.79,14.87,15.11
Preference Capital,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.5,1.5,0.0,0.0,0.0,
Borrowings,3.94,4.01,5.15,2.83,3.08,2.92,2.84,4.89,6.24,6.94,6.47,2.64,2.11
Other Liabilities,11.87,11.6,13.11,8.77,10.54,9.82,12.3,16.75,12.03,14.47,20.69,11.44,14.53
Total Liabilities,43.96,43.41,45.79,39.38,40.7,39.21,40.86,47.48,40.52,41.99,47.89,44.2,47.0
Fixed Assets,8.1,7.77,7.54,6.98,7.18,6.96,6.71,5.8100000000000005,5.6,5.45,5.2,5.49,5.42
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,3.46,3.45,3.45,3.4,3.4,3.4,3.4,4.15,4.55,4.41,3.99,4.31,4.21
Other Assets,32.4,32.19,34.8,29.0,30.12,28.85,30.75,37.52,30.37,32.13,38.7,34.4,37.37
Total Assets,43.96,43.41,45.79,39.38,40.7,39.21,40.86,47.48,40.52,41.99,47.89,44.2,47.0
