,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,33,33,33,33,33,128,128,93,53,192,192,192,192.0
Reserves,-284,-298,-311,-323,-35,-75,32,134,31,19,36,29,26.0
Preference Capital,20,20,20,20,20,0,5,6,6,7,7,8,
Borrowings,471,468,468,540,156,78,24,23,19,16,11,25,80.0
Other Liabilities,46,63,65,70,69,66,72,71,195,44,80,75,109.0
Total Liabilities,266,266,255,320,223,198,256,321,298,270,319,320,407.0
Fixed Assets,186,174,162,145,138,121,105,137,139,134,117,134,133.0
CWIP,0,0,0,0,0,0,0,0,1,1,8,4,7.0
Investments,0,0,0,0,0,0,0,15,16,3,13,15,22.0
Other Assets,80,93,94,175,86,77,151,169,142,132,181,167,245.0
Total Assets,266,266,255,320,223,198,256,321,298,270,319,320,407.0
