,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,90,124,109,48,114,68,76,94,92,124,84,74
Inventory Days,,,0,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,90,124,109,48,114,68,76,94,92,124,84,74
Working Capital Days,37,85,61,69,-74,41,-351,-388,-419,-794,-699,-804
ROCE %,-15,7,8,9,8,14,-1,-39,-49,-74,-35,-32
