,2017-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.37,4.37,4.37,17.84
Reserves,-43.24,,,-7.04
Borrowings,48.47,,,2.3
Other Liabilities,-0.01,,,3.15
Total Liabilities,9.59,,,16.25
Fixed Assets,4.4,,,11.9
CWIP,0.0,,,0.0
Investments,0.0,,,0.02
Other Assets,5.19,,,4.33
Total Assets,9.59,,,16.25
