,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,204,196,163,320,729,434,321,137,121,29,489,151
Inventory Days,,170,,,,,,,,55319,13238,319
Days Payable,,116,,,,,,,,3453,972,49
Cash Conversion Cycle,204,250,163,320,729,434,321,137,121,51896,12755,422
Working Capital Days,129,172,194,414,971,789,578,718,1287,3127,49114,2398
ROCE %,8,10,9,6,5,2,1,2,-0,0,-5,-26
