,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,100.84,143.09,137.57,149.78,106.57,79.54,132.13,127.15,135.78,0.0,0.00,64.06
Inventory Days,,,,,,0.00,0.00,119.49,57.28,727.95,,8760.0
Days Payable,,,,,,,,94.51,114.55,0.0,,1277.5
Cash Conversion Cycle,100.84,143.09,137.57,149.78,106.57,79.54,132.13,152.14,78.51,727.95,0.00,7546.56
Working Capital Days,52.90,72.65,104.07,100.34,98.91,198.48,236.14,306.53,302.71,693.69,1022.60,505.04
ROCE %,3.11,-0.76,-8.12,-5.59,-2.44,1.45,1.23,3.18,9.07,-2.75,-2.95,2.15
