,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,21,21,22,22,22,22,25,32,32,32
Reserves,490,563,574,872,987,1023,1050,1118,1005,1115,1294,1313,1346
Borrowings,71,102,102,107,335,324,522,587,760,779,710,984,1089
Other Liabilities,489,385,324,348,521,454,657,979,1098,723,626,1011,986
Total Liabilities,1068,1067,1018,1348,1865,1823,2251,2706,2887,2642,2662,3340,3453
Fixed Assets,103,113,160,206,228,246,344,365,409,378,361,367,373
CWIP,37,55,48,5,4,2,5,10,4,4,2,9,16
Investments,313,319,317,610,544,502,253,143,100,128,71,92,110
Other Assets,615,580,492,527,1088,1073,1647,2189,2375,2132,2227,2872,2954
Total Assets,1068,1067,1018,1348,1865,1823,2251,2706,2887,2642,2662,3340,3453
