,Company_name,Sector,NSE,BSE,Market Cap,Current Price,High / Low,Stock P/E,Book Value,Dividend Yield,ROCE,ROE,Face Value,Price to Sales,Sales growth,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Profit growth 7Years,Profit growth 10Years,EPS,EPS last year,Debt,Debt 3Years back,Debt 5Years back,Debt 7Years back,Debt 10Years back
0,Party isers Ltd,Miscellaneous,PARTYCRUS,,157,140, 150 / 44.0,33.5,20.7,0.0,30.8,24.2,10.0,3.16,128,38.1,21.9,19.1,22.0,98.3,62.1,27.2,36.8,25.2,3.53,3.41,0.29,1.01,0.51,0.9,0.38
