,2022-09-01,2023-06-01,2023-09-01
Sales,1367.0,1597.0,1610.0
Expenses,1303.0,1484.0,1489.0
Operating Profit,64.0,113.0,121.0
OPM %,5.0,7.0,8.0
Other Income,9.0,16.0,15.0
Interest,10.0,14.0,14.0
Depreciation,15.0,16.0,17.0
Profit before tax,49.0,99.0,105.0
Tax %,26.0,25.0,30.0
Net Profit,37.0,74.0,74.0
EPS in Rs,15.29,7.7,6.55
