,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,8.36,9.0,20.46,11.82,15.53,17.93,25.08,25.96,25.38,22.02,41.01,42.29,22.3
Expenses,9.42,9.37,20.48,10.66,12.46,14.5,21.53,21.18,21.85,22.11,39.98,40.06,22.54
Operating Profit,-1.06,-0.37,-0.02,1.16,3.07,3.43,3.55,4.78,3.53,-0.09,1.03,2.23,-0.24
OPM %,-12.68,-4.11,-0.1,9.81,19.77,19.13,14.15,18.41,13.91,-0.41,2.51,5.27,-1.08
Other Income,0.6,0.76,0.5,0.23,0.64,0.44,0.75,0.77,0.46,0.72,-0.58,-1.16,-0.32
Interest,1.62,1.57,1.43,1.43,1.38,1.36,1.26,1.35,1.02,1.14,0.59,0.93,0.77
Depreciation,0.97,0.97,0.96,0.95,0.95,0.95,0.97,0.97,0.97,0.97,0.98,0.97,1.02
Profit before tax,-3.05,-2.15,-1.91,-0.99,1.38,1.56,2.07,3.23,2.0,-1.48,-1.12,-0.83,-2.35
Tax %,0.0,0.0,9.42,0.0,0.0,-3.85,8.7,0.0,0.0,-5.41,3.57,0.0,0.0
Net Profit,-3.05,-2.15,-1.72,-0.99,1.38,1.62,1.9,3.23,2.0,-1.56,-1.07,-0.83,-2.35
EPS in Rs,-0.06,-0.05,-0.04,-0.02,0.03,0.03,0.04,0.07,0.04,-0.03,-0.02,-0.02,-0.05
