,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,28.16,22.86,22.26,22.26,31.05,31.05,31.07,31.07
FIIs,0.34,2.61,0.0,0.0,0.0,0.0,0.0,0.0
DIIs,3.72,3.54,3.37,3.37,1.93,1.93,0.03,0.03
Public,67.78,70.99,74.37,74.37,67.02,67.02,68.89,68.9
No. of Shareholders,15047.0,23882.0,23942.0,22735.0,23543.0,46852.0,52779.0,56323.0
