,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,87.09,87.1,87.07,87.07,81.8,81.8
FIIs,1.8,1.49,1.56,1.57,1.87,2.44
DIIs,8.33,8.39,8.35,8.39,13.65,12.99
Public,2.78,3.03,3.01,2.98,2.67,2.76
No. of Shareholders,51639.0,57529.0,56840.0,53456.0,55208.0,60466.0
