,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,10.71,9.4,0.34,6.49,17.11,6.33,0.83,2.91,22.71,7.88,0.94,3.53,16.5
Expenses,9.83,8.49,0.37,5.66,16.27,5.6,0.69,2.34,20.88,7.27,1.07,2.83,14.92
Operating Profit,0.88,0.91,-0.03,0.83,0.84,0.73,0.14,0.57,1.83,0.61,-0.13,0.7,1.58
OPM %,8.22,9.68,-8.82,12.79,4.91,11.53,16.87,19.59,8.06,7.74,-13.83,19.83,9.58
Other Income,0.0,0.04,0.11,0.66,0.17,0.07,0.07,0.02,0.04,0.14,0.02,0.08,0.03
Interest,0.44,0.41,0.23,0.38,0.12,0.25,0.15,0.25,0.39,0.17,0.34,0.34,0.55
Depreciation,0.17,0.34,0.11,0.2,0.14,0.22,0.26,0.17,0.18,0.17,0.27,0.2,0.22
Profit before tax,0.27,0.2,-0.26,0.91,0.75,0.33,-0.2,0.17,1.3,0.41,-0.72,0.24,0.84
Tax %,14.81,5.0,7.69,4.4,8.0,24.24,5.0,11.76,15.38,0.0,2.78,12.5,16.67
Net Profit,0.24,0.2,-0.24,0.87,0.69,0.25,-0.2,0.14,1.1,0.4,-0.7,0.21,0.7
EPS in Rs,0.71,0.59,-0.71,2.59,2.05,0.74,-0.59,0.42,3.27,1.19,-2.08,0.62,2.08
