,2016-03-01,2017-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1,-7,6,10,7,-15,18
Cash from Investing Activity,-2,-6,-3,-10,-4,-2,-9
Cash from Financing Activity,-6,3,-2,1,-2,20,-9
Net Cash Flow,-9,-10,1,1,1,3,-1
