,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.46,7.26,10.21,9.42,10.06,5.64,12.86,12.82,7.33,8.26,10.83,9.03,7.63
Expenses,9.06,6.86,8.91,8.82,9.54,5.11,12.48,11.64,7.6,7.8,10.81,8.55,7.98
Operating Profit,0.4,0.4,1.3,0.6,0.52,0.53,0.38,1.18,-0.27,0.46,0.02,0.48,-0.35
OPM %,4.23,5.51,12.73,6.37,5.17,9.4,2.95,9.2,-3.68,5.57,0.18,5.32,-4.59
Other Income,0.01,0.0,0.28,0.05,0.26,0.06,0.19,0.03,1.01,0.38,0.82,0.24,0.85
Interest,0.04,0.03,0.08,0.03,0.06,0.07,0.15,0.4,0.18,0.23,0.26,0.21,0.1
Depreciation,0.15,0.15,0.98,0.24,0.24,0.24,0.25,0.32,0.32,0.33,0.31,0.33,0.33
Profit before tax,0.22,0.22,0.52,0.38,0.48,0.28,0.17,0.49,0.24,0.28,0.27,0.18,0.07
Tax %,18.18,13.64,-9.62,15.79,16.67,14.29,5.88,16.33,16.67,28.57,22.22,16.67,14.29
Net Profit,0.18,0.19,0.57,0.32,0.4,0.23,0.16,0.42,0.2,0.2,0.22,0.15,0.06
EPS in Rs,0.33,0.35,1.05,0.59,0.74,0.43,0.3,0.78,0.37,0.37,0.41,0.28,0.11
