,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.07,0.06,0.07,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.54,0.54,0.56
Expenses,0.07,0.07,0.07,0.06,0.12,0.22,0.24,0.38,0.26,0.24,0.27,0.22,0.23
Operating Profit,0.00,-0.01,0.00,-0.06,-0.12,-0.22,-0.24,-0.38,-0.21,0.03,0.27,0.32,0.33
OPM %,0.00,-16.67,0.00,,,,,,-420.0,11.11,50.0,59.26,58.93
Other Income,0.00,0.0,0.00,0.00,0.00,0.49,0.00,0.00,0.0,0.0,0.0,0.0,0.00
Interest,0.00,0.0,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.06,0.06,0.05,0.05
Depreciation,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.00,-0.01,0.00,-0.06,-0.12,0.27,-0.25,-0.42,-0.26,-0.03,0.21,0.27,0.28
Tax %,,0.0,,0.00,0.00,18.52,0.00,0.00,0.0,866.67,14.29,25.93,
Net Profit,0.00,-0.01,0.00,-0.06,-0.12,0.22,-0.26,-0.42,-0.26,0.22,0.18,0.2,0.21
EPS in Rs,0.00,-0.01,0.00,-0.06,-0.12,0.22,-0.26,-0.42,-0.26,0.22,0.18,0.2,0.21
