,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.49,2.52,5.78,1.73,0.8,1.47,2.48,1.6,1.15,0.6,1.1,0.67,4.43
Expenses,2.54,2.96,7.74,2.59,1.76,3.35,3.19,3.26,0.98,1.22,2.42,0.98,4.21
Operating Profit,-1.05,-0.44,-1.96,-0.86,-0.96,-1.88,-0.71,-1.66,0.17,-0.62,-1.32,-0.31,0.22
OPM %,-70.47,-17.46,-33.91,-49.71,-120.0,-127.89,-28.63,-103.75,14.78,-103.33,-120.0,-46.27,4.97
Other Income,0.21,0.11,0.44,0.66,0.32,0.92,0.13,2.61,0.24,0.15,0.65,0.18,0.17
Interest,0.07,0.13,0.2,0.16,0.17,0.16,0.22,0.16,0.16,0.15,0.13,0.08,0.27
Depreciation,0.1,0.1,0.1,0.07,0.07,0.07,0.07,0.05,0.05,0.02,0.01,0.02,0.03
Profit before tax,-1.01,-0.56,-1.82,-0.43,-0.88,-1.19,-0.87,0.74,0.2,-0.64,-0.81,-0.23,0.09
Tax %,25.74,28.57,-20.33,0.0,0.0,47.9,0.0,0.0,0.0,0.0,4.94,0.0,66.67
Net Profit,-0.75,-0.41,-2.19,-0.43,-0.88,-0.62,-0.87,0.74,0.2,-0.64,-0.77,-0.23,0.03
EPS in Rs,-0.31,-0.17,-0.92,-0.18,-0.37,-0.26,-0.36,0.31,0.08,-0.27,-0.32,-0.1,0.01
