,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-0.4,6.69,-2.94,-3.59
Cash from Investing Activity,-0.07,-6.48,2.8,-1.14
Cash from Financing Activity,0.64,1.18,-1.27,4.67
Net Cash Flow,0.16,1.39,-1.41,-0.06
