,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.01,3.01,3.01,3.01,3.01
Reserves,-1.49,3.86,-1.78,-1.77,-1.62
Borrowings,4.2,9.89,3.52,7.68,20.12
Other Liabilities,5.72,11.43,6.83,10.05,18.18
Total Liabilities,11.44,28.19,11.58,18.97,39.69
Fixed Assets,0.18,9.07,0.3,0.56,0.78
CWIP,0.48,0.48,0.61,0.61,0.13
Investments,0.59,0.0,0.59,0.59,0.59
Other Assets,10.19,18.64,10.08,17.21,38.19
Total Assets,11.44,28.19,11.58,18.97,39.69
