,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,154.29,173.23,494.22,174.71
Inventory Days,,966.18,36.68,40.79
Days Payable,,222.37,260.45,543.21
Cash Conversion Cycle,154.29,917.03,270.45,-327.7
Working Capital Days,78.15,85.9,4.0,175.27
ROCE %,,11.21,0.74,4.83
