,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,65.09,65.09,57.07,15.83,10.73
Public,34.91,34.91,42.93,84.18,89.26
No. of Shareholders,98.0,75.0,415.0,976.0,970.0
