,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,43.24,61.89,48.83,37.48,40.03,54.47,43.13,36.37,35.88,42.06,42.91,49.98,43.83
Expenses,40.88,56.57,46.81,38.79,38.0,50.86,41.0,34.58,34.98,41.1,40.51,44.0,37.20
Operating Profit,2.36,5.32,2.02,-1.31,2.03,3.61,2.13,1.79,0.9,0.96,2.4,5.98,6.63
OPM %,5.46,8.6,4.14,-3.5,5.07,6.63,4.94,4.92,2.51,2.28,5.59,11.96,15.13
Other Income,0.34,0.14,2.99,3.82,0.48,0.58,1.1,1.26,1.93,1.75,1.27,2.09,2.05
Interest,1.83,3.42,3.49,1.76,1.41,1.65,1.42,0.86,0.89,0.96,1.19,1.48,1.59
Depreciation,0.69,0.86,0.98,1.53,1.57,1.36,1.31,1.57,1.63,1.58,1.42,1.59,1.70
Profit before tax,0.18,1.18,0.54,-0.78,-0.47,1.18,0.5,0.62,0.31,0.17,1.06,5.0,5.39
Tax %,88.89,38.14,44.44,15.38,17.02,50.0,44.0,-64.52,-22.58,52.94,33.02,25.6,
Net Profit,0.02,0.72,0.3,-0.66,-0.39,0.59,0.29,1.01,0.37,0.08,0.71,3.73,4.15
EPS in Rs,0.01,0.25,0.1,-0.23,-0.13,0.2,0.01,0.04,0.02,0.0,0.03,0.15,0.17
