,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.9,74.9,74.9,65.54
FIIs,4.15,2.8,2.06,2.3
DIIs,11.04,1.09,2.98,2.42
Public,9.92,21.21,20.06,29.74
No. of Shareholders,47698.0,116957.0,259695.0,376620.0
