,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,63.16,65.1,65.1,65.1,65.1,65.1,65.1
Public,36.84,34.9,34.9,34.9,34.9,34.89,34.9
No. of Shareholders,102.0,92.0,87.0,85.0,77.0,441.0,19659.0
