,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.2,12.21,0.00,0.2,0.26,0.34,0.00,0.00,0.05,98.84,0.00,0.59
Expenses,-1.28,-1.33,11.11,-1.44,1.1,-1.23,-1.94,-1.38,-1.55,-1.75,92.99,-1.87,-2.0
Operating Profit,1.28,1.53,1.1,1.44,-0.9,1.49,2.28,1.38,1.55,1.8,5.85,1.87,2.59
OPM %,,765.0,9.01,,-450.0,573.08,670.59,,,3600.0,5.92,,438.98
Other Income,0.06,0.05,0.05,0.05,2.25,0.05,0.08,0.13,0.06,0.16,0.08,0.12,0.11
Interest,1.27,1.31,1.05,1.47,1.13,1.3,1.97,1.33,1.49,1.69,1.65,1.81,1.98
Depreciation,0.08,0.08,0.08,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
Profit before tax,-0.01,0.19,0.02,-0.04,0.16,0.18,0.33,0.12,0.06,0.21,4.22,0.12,0.66
Tax %,-100.00,5.26,50.0,-25.00,6.25,5.56,54.55,25.00,33.33,23.81,23.7,25.00,24.24
Net Profit,-0.03,0.18,0.02,-0.05,0.14,0.17,0.15,0.10,0.04,0.16,3.22,0.09,0.5
EPS in Rs,-0.01,0.04,0.0,-0.02,0.03,0.04,0.05,0.01,0.01,0.04,0.49,0.02,0.13
