,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.05,1.06,2.0
Reserves,0.0,1.76,3.9
Borrowings,0.0,8.54,2.6
Other Liabilities,0.0,1.14,2.53
Total Liabilities,0.05,12.5,11.03
Fixed Assets,0.0,0.06,0.0
CWIP,0.0,0.0,0.06
Investments,0.0,0.0,0.0
Other Assets,0.05,12.44,10.97
Total Assets,0.05,12.5,11.03
