,2011-09-01,2012-09-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,26,26,26,26,26,26,26,26,25,24,24,22,22
Reserves,1046,991,814,633,561,810,921,1115,1314,1532,1889,2643,2669
Borrowings,826,1022,1176,1472,1678,1721,1240,1684,1530,990,1575,929,391
Other Liabilities,349,307,1005,834,740,554,850,985,1181,1078,815,865,624
Total Liabilities,2246,2346,3021,2965,3006,3111,3036,3810,4050,3624,4303,4459,3707
Fixed Assets,1072,1020,950,875,862,858,847,842,1087,1073,1077,1470,1448
CWIP,15,7,2,18,9,2,10,205,26,22,257,28,117
Investments,51,96,68,81,99,109,116,113,142,146,193,6,9
Other Assets,1108,1223,2000,1990,2036,2142,2063,2650,2796,2383,2775,2955,2133
Total Assets,2246,2346,3021,2965,3006,3111,3036,3810,4050,3624,4303,4459,3707
