,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,612,612,612,61,61,61,61,61,61,61,61,61,61.0
Reserves,-1536,-1672,-1933,-1622,-1757,-1453,-1753,-1882,-1929,-2225,-2341,-2446,-2501.0
Preference Capital,225,225,225,225,225,0,0,0,0,0,0,0,
Borrowings,604,603,597,598,604,1245,1339,1399,1489,1549,1612,1690,1733.0
Other Liabilities,1087,1152,1352,1589,1696,658,650,690,652,842,855,849,862.0
Total Liabilities,767,696,629,626,604,511,297,268,274,228,186,154,156.0
Fixed Assets,642,567,497,454,448,391,183,150,150,126,101,94,92.0
CWIP,18,15,22,38,42,22,0,0,0,0,0,0,0.0
Investments,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Other Assets,107,114,110,134,114,98,114,118,124,102,86,60,63.0
Total Assets,767,696,629,626,604,511,297,268,274,228,186,154,156.0
