,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,3,6,8,18,21,22,17,18,4
Cash from Investing Activity,-4,-4,-9,-10,-13,-21,-12,-12,-50
Cash from Financing Activity,-1,0,0,-1,-1,2,-3,-4,43
Net Cash Flow,-2,2,-1,7,7,4,2,1,-4
