,2019-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,114,114,114,117
Reserves,772,776,1203,1486
Preference Capital,0,0,19,23
Borrowings,2451,3094,4088,6623
Other Liabilities,193,200,186,304
Total Liabilities,3530,4184,5591,8529
Fixed Assets,21,110,121,172
CWIP,1,0,0,0
Investments,0,0,0,63
Other Assets,3509,4074,5470,8294
Total Assets,3530,4184,5591,8529
