,2019-03-01,2021-03-01,2022-03-01,2023-03-01
Revenue,748.0,684.0,833.0,1429.0
Interest,234.0,299.0,340.0,549.0
Expenses,243.0,369.0,417.0,658.0
Financing Profit,271.0,16.0,75.0,222.0
Financing Margin %,36.0,2.0,9.0,16.0
Other Income,2.0,12.0,10.0,17.0
Depreciation,3.0,19.0,21.0,27.0
Profit before tax,271.0,9.0,65.0,213.0
Tax %,26.0,22.0,27.0,23.0
Net Profit,201.0,7.0,47.0,164.0
EPS in Rs,17.63,0.62,4.15,14.03
