,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,67.24,68.02,68.73,68.93,68.93,68.93,68.93,68.93
FIIs,0.0,0.0,0.0,0.0,0.0,0.29,0.28,0.25
DIIs,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.0
Government,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32
Public,32.76,31.98,31.25,31.05,31.05,30.76,30.46,30.51
No. of Shareholders,8171.0,7410.0,9618.0,9207.0,10682.0,13699.0,15470.0,15385.0
